               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.020405,           0.0052529,           0.0024375,                   1,             0.99999,               0.995,             0.82246,            0.020502,            0.003334,           0.0024636,           0.0068716,           0.0068716,           0.0068716
                 160,            0.026848,           0.0052047,           0.0024551,             0.99999,                   1,               0.995,             0.77611,            0.021218,           0.0034338,           0.0025018,           0.0068518,           0.0068518,           0.0068518
                 161,            0.025146,           0.0051741,           0.0026784,                   1,                   1,               0.995,             0.82547,            0.017005,           0.0033249,           0.0025406,            0.006832,            0.006832,            0.006832
                 162,            0.024033,           0.0049872,           0.0025785,                   1,                   1,               0.995,             0.77889,             0.01938,           0.0033767,           0.0024819,           0.0068122,           0.0068122,           0.0068122
                 163,            0.023375,           0.0047998,            0.002475,             0.99999,                   1,               0.995,             0.83579,            0.016516,           0.0032536,           0.0024342,           0.0067924,           0.0067924,           0.0067924
                 164,            0.023282,           0.0047984,            0.002399,                   1,                   1,               0.995,             0.80684,            0.018067,           0.0032916,           0.0024136,           0.0067726,           0.0067726,           0.0067726
                 165,             0.02762,           0.0049836,           0.0023829,                   1,                   1,               0.995,             0.82814,            0.018442,            0.003291,           0.0024446,           0.0067528,           0.0067528,           0.0067528
                 166,            0.023519,            0.004899,           0.0024655,                   1,                   1,               0.995,             0.82376,            0.016308,           0.0032599,           0.0024602,            0.006733,            0.006733,            0.006733
                 167,            0.022654,           0.0053227,           0.0024718,             0.99999,                   1,               0.995,              0.8122,              0.0189,           0.0032884,            0.002421,           0.0067132,           0.0067132,           0.0067132
                 168,            0.027672,           0.0048156,           0.0024255,                   1,                   1,               0.995,             0.78526,            0.022163,            0.003397,           0.0024387,           0.0066934,           0.0066934,           0.0066934
                 169,            0.027531,           0.0054218,           0.0025286,             0.99999,                   1,               0.995,              0.8048,            0.017063,           0.0033248,           0.0025437,           0.0066736,           0.0066736,           0.0066736
                 170,            0.020549,           0.0046519,           0.0025969,             0.99999,                   1,               0.995,             0.83675,             0.01828,            0.003273,           0.0025722,           0.0066538,           0.0066538,           0.0066538
                 171,            0.023327,           0.0047013,           0.0025545,                   1,                   1,               0.995,             0.82822,            0.017291,           0.0032521,            0.002524,            0.006634,            0.006634,            0.006634
                 172,            0.023725,           0.0049475,           0.0024852,             0.99998,                   1,               0.995,             0.81066,            0.018453,           0.0032787,           0.0025149,           0.0066142,           0.0066142,           0.0066142
                 173,            0.024266,           0.0051752,           0.0025321,             0.99999,                   1,               0.995,              0.8186,            0.017876,           0.0032535,           0.0025409,           0.0065944,           0.0065944,           0.0065944
                 174,            0.021659,           0.0053238,           0.0025198,             0.99999,                   1,               0.995,             0.81973,            0.016333,           0.0032147,           0.0025079,           0.0065746,           0.0065746,           0.0065746
                 175,            0.020199,           0.0047054,           0.0024303,             0.99999,                   1,               0.995,             0.80736,            0.017887,           0.0032461,           0.0023987,           0.0065548,           0.0065548,           0.0065548
                 176,            0.023275,            0.005402,           0.0023264,             0.99999,                   1,               0.995,                0.82,            0.016891,           0.0031863,           0.0023977,            0.006535,            0.006535,            0.006535
                 177,            0.024118,           0.0051769,           0.0023854,             0.99999,                   1,               0.995,             0.82146,            0.017019,           0.0031488,           0.0023948,           0.0065152,           0.0065152,           0.0065152
                 178,            0.020176,           0.0048509,            0.002469,             0.99999,                   1,               0.995,             0.82307,            0.017084,           0.0031583,           0.0023707,           0.0064954,           0.0064954,           0.0064954
                 179,            0.020039,           0.0046694,           0.0023518,             0.99999,                   1,               0.995,             0.83733,            0.015638,           0.0031089,            0.002325,           0.0064756,           0.0064756,           0.0064756
                 180,            0.022787,           0.0044551,           0.0023013,             0.99999,                   1,               0.995,             0.82985,            0.017857,           0.0031672,           0.0023074,           0.0064558,           0.0064558,           0.0064558
                 181,            0.025774,           0.0046946,           0.0023722,                   1,                   1,               0.995,             0.86465,            0.016637,           0.0031029,           0.0023558,            0.006436,            0.006436,            0.006436
                 182,            0.019882,           0.0048062,             0.00234,             0.99999,                   1,               0.995,             0.82245,            0.016088,           0.0031302,           0.0023275,           0.0064162,           0.0064162,           0.0064162
                 183,            0.019735,           0.0048718,           0.0022736,                   1,                   1,               0.995,             0.85285,            0.016967,           0.0031278,           0.0022645,           0.0063964,           0.0063964,           0.0063964
                 184,            0.026225,           0.0049381,           0.0022142,             0.99999,                   1,               0.995,             0.82342,            0.018622,           0.0032026,           0.0022738,           0.0063766,           0.0063766,           0.0063766
                 185,            0.025772,           0.0050957,           0.0023179,             0.99999,                   1,               0.995,              0.8306,            0.016469,           0.0031609,           0.0023475,           0.0063568,           0.0063568,           0.0063568
                 186,            0.018911,           0.0047239,           0.0024366,                   1,                   1,               0.995,              0.8483,            0.014606,           0.0030846,           0.0023572,            0.006337,            0.006337,            0.006337
                 187,            0.020247,           0.0048872,            0.002368,                   1,                   1,               0.995,             0.86188,            0.015992,           0.0030742,           0.0023122,           0.0063172,           0.0063172,           0.0063172
                 188,            0.022384,           0.0050214,           0.0022923,                   1,                   1,               0.995,             0.83449,            0.018028,           0.0031556,           0.0023104,           0.0062974,           0.0062974,           0.0062974
                 189,            0.023552,           0.0050258,           0.0023511,             0.99999,                   1,               0.995,             0.85004,            0.015357,           0.0030935,           0.0023435,           0.0062776,           0.0062776,           0.0062776
                 190,            0.017239,           0.0049541,           0.0023697,             0.99999,                   1,               0.995,              0.8594,            0.013845,           0.0030302,           0.0023091,           0.0062578,           0.0062578,           0.0062578
                 191,             0.02118,           0.0049241,           0.0022445,                   1,                   1,               0.995,             0.83696,            0.015963,           0.0030601,           0.0022574,            0.006238,            0.006238,            0.006238
                 192,            0.022714,           0.0047191,           0.0022135,             0.99999,                   1,               0.995,             0.84932,            0.016191,            0.003078,            0.002253,           0.0062182,           0.0062182,           0.0062182
                 193,            0.021252,           0.0046733,            0.002224,             0.99999,                   1,               0.995,             0.84708,            0.016382,           0.0030819,           0.0022568,           0.0061984,           0.0061984,           0.0061984
                 194,            0.019597,           0.0046785,            0.002198,                   1,                   1,               0.995,             0.83175,            0.015531,            0.003058,           0.0022453,           0.0061786,           0.0061786,           0.0061786
                 195,            0.020762,           0.0048947,           0.0021896,                   1,                   1,               0.995,             0.85325,            0.015198,           0.0030477,           0.0022383,           0.0061588,           0.0061588,           0.0061588
                 196,            0.021986,           0.0050594,           0.0022252,                   1,                   1,               0.995,             0.85429,            0.014956,           0.0030441,           0.0022329,            0.006139,            0.006139,            0.006139
                 197,            0.022861,           0.0051088,           0.0022687,             0.99999,                   1,               0.995,             0.83697,            0.014664,            0.003054,           0.0022446,           0.0061192,           0.0061192,           0.0061192
                 198,            0.019496,           0.0046894,           0.0022497,                   1,                   1,               0.995,             0.82594,             0.01873,           0.0031872,           0.0022445,           0.0060994,           0.0060994,           0.0060994
                 199,            0.020847,           0.0047289,           0.0022365,                   1,                   1,               0.995,              0.8607,            0.013821,           0.0030174,            0.002259,           0.0060796,           0.0060796,           0.0060796
                 200,            0.020163,           0.0050733,           0.0022695,             0.99999,                   1,               0.995,              0.8439,            0.015639,           0.0030615,           0.0022509,           0.0060598,           0.0060598,           0.0060598
                 201,            0.021926,           0.0048935,            0.002234,             0.99999,                   1,               0.995,             0.87113,             0.01419,           0.0030168,           0.0022453,             0.00604,             0.00604,             0.00604
                 202,            0.018298,           0.0045309,           0.0022975,                   1,                   1,               0.995,             0.84574,            0.016159,           0.0030333,           0.0022191,           0.0060202,           0.0060202,           0.0060202
                 203,            0.019525,           0.0046813,           0.0021581,                   1,             0.99999,               0.995,             0.85605,            0.017463,           0.0030137,           0.0022066,           0.0060004,           0.0060004,           0.0060004
                 204,            0.023196,           0.0049386,           0.0022133,                   1,                   1,               0.995,             0.82203,            0.015455,           0.0030109,           0.0021935,           0.0059806,           0.0059806,           0.0059806
                 205,            0.022533,           0.0045622,           0.0021975,             0.99999,                   1,               0.995,             0.85676,             0.01399,           0.0029581,           0.0022086,           0.0059608,           0.0059608,           0.0059608
                 206,            0.016604,           0.0044014,           0.0022763,             0.99999,                   1,               0.995,             0.86446,             0.01327,            0.002943,           0.0021808,            0.005941,            0.005941,            0.005941
                 207,            0.021377,           0.0044597,           0.0021326,             0.99999,                   1,               0.995,              0.8163,            0.017916,           0.0030879,           0.0021196,           0.0059212,           0.0059212,           0.0059212
                 208,            0.024739,           0.0051934,           0.0021134,             0.99998,                   1,               0.995,             0.84133,            0.016141,           0.0030289,            0.002149,           0.0059014,           0.0059014,           0.0059014
                 209,            0.023011,           0.0050531,           0.0022213,                   1,                   1,               0.995,             0.86119,            0.015504,           0.0030384,           0.0021827,           0.0058816,           0.0058816,           0.0058816
                 210,            0.017754,           0.0048392,            0.002218,             0.99999,                   1,               0.995,             0.88371,            0.014833,           0.0029815,           0.0021715,           0.0058618,           0.0058618,           0.0058618
                 211,            0.017462,           0.0048329,           0.0021489,                   1,                   1,               0.995,             0.86953,            0.014652,           0.0030084,           0.0021294,            0.005842,            0.005842,            0.005842
                 212,            0.020795,           0.0049881,           0.0020864,             0.99999,                   1,               0.995,             0.87196,            0.014786,           0.0030006,           0.0021283,           0.0058222,           0.0058222,           0.0058222
                 213,            0.022394,           0.0048126,           0.0021543,                   1,                   1,               0.995,             0.85614,            0.014516,           0.0029621,           0.0021495,           0.0058024,           0.0058024,           0.0058024
                 214,            0.016893,            0.004183,           0.0021651,             0.99999,                   1,               0.995,              0.8607,            0.015247,           0.0029771,           0.0021351,           0.0057826,           0.0057826,           0.0057826
                 215,            0.019303,           0.0045313,           0.0021082,                   1,                   1,               0.995,             0.82445,            0.016933,           0.0030673,           0.0021047,           0.0057628,           0.0057628,           0.0057628
                 216,            0.024182,            0.005061,           0.0020743,                   1,                   1,               0.995,             0.80188,            0.017286,           0.0030746,           0.0021074,            0.005743,            0.005743,            0.005743
                 217,            0.024275,           0.0051116,           0.0021232,                   1,                   1,               0.995,             0.86144,            0.014978,           0.0029519,           0.0021347,           0.0057232,           0.0057232,           0.0057232
                 218,            0.017999,           0.0045528,           0.0021746,                   1,                   1,               0.995,             0.85008,            0.014049,            0.002931,           0.0021352,           0.0057034,           0.0057034,           0.0057034
                 219,            0.017714,           0.0046392,           0.0020897,                   1,                   1,               0.995,             0.84625,             0.01444,             0.00292,            0.002095,           0.0056836,           0.0056836,           0.0056836
                 220,            0.022985,           0.0047653,           0.0020611,                   1,                   1,               0.995,             0.85706,            0.014298,           0.0029045,           0.0020844,           0.0056638,           0.0056638,           0.0056638
                 221,            0.023954,           0.0049857,           0.0021528,                   1,                   1,               0.995,             0.87136,             0.01396,           0.0029034,           0.0021514,            0.005644,            0.005644,            0.005644
                 222,            0.017605,           0.0052725,           0.0022719,             0.99999,                   1,               0.995,             0.86108,             0.01508,           0.0029573,             0.00214,           0.0056242,           0.0056242,           0.0056242
                 223,            0.019597,           0.0047379,           0.0021222,                   1,                   1,               0.995,             0.85136,            0.015491,           0.0029777,           0.0021307,           0.0056044,           0.0056044,           0.0056044
                 224,            0.023118,           0.0046714,           0.0021008,                   1,                   1,               0.995,             0.85118,             0.01407,           0.0029568,           0.0021531,           0.0055846,           0.0055846,           0.0055846
                 225,            0.021817,           0.0045203,            0.002232,             0.99999,                   1,               0.995,             0.86229,            0.013581,           0.0029581,           0.0021867,           0.0055648,           0.0055648,           0.0055648
                 226,            0.016395,           0.0044243,           0.0022114,                   1,                   1,               0.995,             0.85343,            0.012639,           0.0029008,           0.0021488,            0.005545,            0.005545,            0.005545
                 227,            0.019003,           0.0044384,           0.0020883,                   1,                   1,               0.995,             0.86351,            0.012067,           0.0028113,           0.0020738,           0.0055252,           0.0055252,           0.0055252
                 228,            0.018354,           0.0043941,           0.0020107,                   1,                   1,               0.995,             0.84496,            0.014032,           0.0028702,           0.0020328,           0.0055054,           0.0055054,           0.0055054
                 229,            0.021961,           0.0048108,           0.0019595,             0.99999,                   1,               0.995,             0.84873,            0.013783,           0.0028707,           0.0020124,           0.0054856,           0.0054856,           0.0054856
                 230,            0.015813,           0.0042104,           0.0019828,                   1,                   1,               0.995,             0.87365,            0.012134,           0.0028222,           0.0019839,           0.0054658,           0.0054658,           0.0054658
                 231,            0.017086,           0.0047684,           0.0019339,                   1,                   1,               0.995,             0.85071,            0.014375,           0.0028651,            0.001932,            0.005446,            0.005446,            0.005446
                 232,             0.02171,           0.0046974,           0.0019087,             0.99999,                   1,               0.995,             0.84818,            0.016114,           0.0028811,           0.0019281,           0.0054262,           0.0054262,           0.0054262
                 233,            0.022971,            0.004388,           0.0019494,             0.99999,                   1,               0.995,             0.87288,            0.013138,           0.0027947,           0.0019607,           0.0054064,           0.0054064,           0.0054064
                 234,            0.017527,           0.0043085,            0.002013,                   1,                   1,               0.995,              0.8776,             0.01361,           0.0028335,           0.0019797,           0.0053866,           0.0053866,           0.0053866
                 235,            0.016657,            0.004161,           0.0020218,             0.99999,                   1,               0.995,             0.86493,             0.01285,           0.0028311,           0.0019681,           0.0053668,           0.0053668,           0.0053668
                 236,            0.019841,           0.0044382,           0.0019738,             0.99999,                   1,               0.995,             0.86891,            0.013168,            0.002799,           0.0019722,            0.005347,            0.005347,            0.005347
                 237,            0.019869,           0.0046269,           0.0019408,                   1,                   1,               0.995,             0.88896,            0.012856,           0.0027777,            0.001981,           0.0053272,           0.0053272,           0.0053272
                 238,            0.016504,           0.0043248,           0.0020072,                   1,                   1,               0.995,             0.87993,            0.013025,           0.0027957,           0.0019768,           0.0053074,           0.0053074,           0.0053074
                 239,            0.017317,           0.0042078,           0.0019832,             0.99999,                   1,               0.995,             0.88506,            0.012607,           0.0027623,           0.0019458,           0.0052876,           0.0052876,           0.0052876
                 240,             0.01916,           0.0044269,            0.001948,                   1,                   1,               0.995,             0.87871,            0.012561,           0.0027698,           0.0019478,           0.0052678,           0.0052678,           0.0052678
                 241,            0.019807,            0.004282,           0.0019474,                   1,                   1,               0.995,             0.88543,            0.012416,           0.0027798,           0.0019533,            0.005248,            0.005248,            0.005248
                 242,            0.015369,           0.0040743,           0.0019471,                   1,                   1,               0.995,             0.86789,            0.012805,           0.0028067,           0.0019429,           0.0052282,           0.0052282,           0.0052282
                 243,             0.01567,           0.0042837,           0.0019514,                   1,                   1,               0.995,             0.86926,             0.01197,           0.0027574,           0.0019006,           0.0052084,           0.0052084,           0.0052084
                 244,            0.018103,           0.0043549,           0.0018651,             0.99999,                   1,               0.995,             0.85889,            0.013593,           0.0028056,           0.0018768,           0.0051886,           0.0051886,           0.0051886
                 245,            0.018934,           0.0043401,           0.0018452,                   1,                   1,               0.995,             0.87178,             0.01302,           0.0027771,           0.0018757,           0.0051688,           0.0051688,           0.0051688
                 246,            0.015658,           0.0040414,           0.0019112,                   1,                   1,               0.995,             0.87942,            0.012542,           0.0027537,           0.0018627,            0.005149,            0.005149,            0.005149
                 247,             0.01717,           0.0044173,           0.0018233,             0.99998,                   1,               0.995,             0.86911,            0.013675,           0.0028017,           0.0018239,           0.0051292,           0.0051292,           0.0051292
                 248,            0.019729,           0.0039865,           0.0018125,             0.99999,                   1,               0.995,             0.88022,             0.01486,           0.0028129,           0.0018205,           0.0051094,           0.0051094,           0.0051094
                 249,            0.019539,           0.0042243,            0.001865,             0.99999,                   1,               0.995,             0.87261,            0.012719,           0.0027468,           0.0018463,           0.0050896,           0.0050896,           0.0050896
                 250,            0.015118,           0.0043261,           0.0019217,                   1,                   1,               0.995,              0.8701,            0.011885,            0.002747,           0.0018518,           0.0050698,           0.0050698,           0.0050698
                 251,            0.015504,           0.0041666,           0.0018566,                   1,                   1,               0.995,             0.87579,            0.011485,           0.0026886,           0.0018264,             0.00505,             0.00505,             0.00505
                 252,            0.017752,           0.0043691,           0.0017868,                   1,                   1,               0.995,             0.85491,            0.012351,           0.0027339,           0.0018038,           0.0050302,           0.0050302,           0.0050302
                 253,            0.018303,             0.00433,           0.0018169,                   1,                   1,               0.995,             0.86303,            0.011957,           0.0027064,           0.0018063,           0.0050104,           0.0050104,           0.0050104
                 254,            0.015171,            0.004136,           0.0018332,                   1,                   1,               0.995,             0.86649,            0.012947,           0.0027459,            0.001815,           0.0049906,           0.0049906,           0.0049906
                 255,             0.01525,           0.0042534,            0.001791,                   1,                   1,               0.995,             0.88878,            0.012327,           0.0027202,           0.0018085,           0.0049708,           0.0049708,           0.0049708
                 256,            0.019008,           0.0043667,           0.0018062,                   1,                   1,               0.995,             0.88823,            0.012277,           0.0027077,            0.001811,            0.004951,            0.004951,            0.004951
                 257,             0.01991,           0.0044615,           0.0018243,                   1,                   1,               0.995,             0.89897,            0.011753,           0.0027041,           0.0018463,           0.0049312,           0.0049312,           0.0049312
                 258,            0.015433,           0.0042192,           0.0018876,             0.99999,                   1,               0.995,              0.8794,            0.012854,           0.0027902,           0.0018614,           0.0049114,           0.0049114,           0.0049114
                 259,            0.015895,           0.0040447,           0.0018315,                   1,                   1,               0.995,             0.88241,            0.012929,           0.0027439,            0.001838,           0.0048916,           0.0048916,           0.0048916
                 260,            0.018278,             0.00412,           0.0017971,                   1,                   1,               0.995,             0.87603,            0.014116,           0.0027443,           0.0018277,           0.0048718,           0.0048718,           0.0048718
                 261,            0.019943,           0.0043881,           0.0018247,             0.99999,                   1,               0.995,             0.87944,            0.012304,           0.0027116,           0.0018419,            0.004852,            0.004852,            0.004852
                 262,            0.014956,           0.0042311,           0.0018554,             0.99999,                   1,               0.995,             0.87127,            0.012933,           0.0027531,           0.0018354,           0.0048322,           0.0048322,           0.0048322
                 263,            0.015989,           0.0044305,           0.0018312,                   1,                   1,               0.995,             0.89329,            0.011263,            0.002653,           0.0018305,           0.0048124,           0.0048124,           0.0048124
                 264,             0.01653,           0.0041004,           0.0018374,             0.99999,                   1,               0.995,             0.88927,             0.01145,            0.002703,           0.0018132,           0.0047926,           0.0047926,           0.0047926
                 265,            0.019018,           0.0042479,           0.0018435,             0.99999,                   1,               0.995,             0.88917,            0.011758,           0.0027272,           0.0018124,           0.0047728,           0.0047728,           0.0047728
                 266,            0.014227,           0.0041193,           0.0018187,             0.99999,                   1,               0.995,             0.90991,            0.010922,           0.0026419,           0.0017859,            0.004753,            0.004753,            0.004753
                 267,            0.015248,           0.0043087,           0.0017314,                   1,                   1,               0.995,             0.88157,            0.012327,           0.0027106,            0.001745,           0.0047332,           0.0047332,           0.0047332
                 268,            0.020814,           0.0047076,           0.0017154,                   1,                   1,               0.995,             0.87911,            0.012459,           0.0027078,           0.0017491,           0.0047134,           0.0047134,           0.0047134
                 269,            0.020402,           0.0047857,           0.0017655,                   1,                   1,               0.995,             0.87491,            0.012867,           0.0027248,           0.0017771,           0.0046936,           0.0046936,           0.0046936
                 270,            0.016048,           0.0042223,           0.0018479,                   1,                   1,               0.995,             0.89025,            0.011311,           0.0026381,           0.0017955,           0.0046738,           0.0046738,           0.0046738
                 271,            0.016185,           0.0043076,           0.0018207,                   1,                   1,               0.995,             0.86402,            0.012897,           0.0027304,           0.0017832,            0.004654,            0.004654,            0.004654
                 272,            0.018819,           0.0045882,           0.0017772,                   1,                   1,               0.995,             0.87177,            0.014047,            0.002716,           0.0017819,           0.0046342,           0.0046342,           0.0046342
                 273,            0.019884,            0.004162,           0.0018418,             0.99999,                   1,               0.995,             0.87371,            0.011587,           0.0026514,            0.001802,           0.0046144,           0.0046144,           0.0046144
                 274,            0.015787,           0.0040447,           0.0018295,             0.99999,                   1,               0.995,             0.89192,            0.011598,           0.0026257,            0.001811,           0.0045946,           0.0045946,           0.0045946
                 275,            0.016448,           0.0042374,           0.0017994,                   1,                   1,               0.995,              0.8749,            0.013631,           0.0027142,           0.0017889,           0.0045748,           0.0045748,           0.0045748
                 276,            0.021569,           0.0048445,           0.0018301,                   1,                   1,               0.995,             0.87641,            0.013788,           0.0027327,           0.0018102,            0.004555,            0.004555,            0.004555
                 277,             0.01897,           0.0042833,           0.0018812,                   1,                   1,               0.995,             0.88832,            0.011688,           0.0026973,           0.0018625,           0.0045352,           0.0045352,           0.0045352
                 278,            0.016006,           0.0046266,           0.0019117,             0.99999,                   1,               0.995,             0.87495,            0.012689,           0.0027413,           0.0018695,           0.0045154,           0.0045154,           0.0045154
                 279,            0.014454,            0.004468,           0.0018898,                   1,                   1,               0.995,             0.88603,            0.010665,           0.0026481,           0.0018408,           0.0044956,           0.0044956,           0.0044956
                 280,            0.015126,            0.004233,           0.0018285,                   1,                   1,               0.995,             0.88465,            0.012193,           0.0026718,           0.0017958,           0.0044758,           0.0044758,           0.0044758
                 281,            0.017973,           0.0045217,           0.0017079,             0.99999,                   1,               0.995,             0.89994,             0.01042,           0.0025647,           0.0017414,            0.004456,            0.004456,            0.004456
                 282,            0.015242,           0.0040862,           0.0017352,                   1,             0.99999,               0.995,             0.88544,            0.012925,           0.0026562,           0.0017101,           0.0044362,           0.0044362,           0.0044362
                 283,            0.016651,           0.0039563,           0.0016621,                   1,                   1,               0.995,             0.89986,            0.010616,           0.0025459,           0.0016849,           0.0044164,           0.0044164,           0.0044164
                 284,            0.015914,           0.0042772,           0.0016447,                   1,                   1,               0.995,             0.90037,            0.011418,           0.0025647,           0.0016693,           0.0043966,           0.0043966,           0.0043966
                 285,            0.017432,            0.004169,           0.0016493,                   1,                   1,               0.995,             0.89085,            0.011564,           0.0025901,           0.0016675,           0.0043768,           0.0043768,           0.0043768
                 286,            0.015975,           0.0044313,           0.0016466,                   1,                   1,               0.995,             0.90523,            0.011214,           0.0025676,           0.0016588,            0.004357,            0.004357,            0.004357
                 287,            0.014511,           0.0038742,           0.0016489,             0.99999,                   1,               0.995,              0.8947,            0.010282,           0.0025654,           0.0016536,           0.0043372,           0.0043372,           0.0043372
                 288,            0.016464,             0.00442,           0.0016615,                   1,                   1,               0.995,             0.89823,            0.011546,           0.0026097,            0.001653,           0.0043174,           0.0043174,           0.0043174
                 289,            0.017189,           0.0041748,           0.0016196,             0.99999,                   1,               0.995,             0.89113,            0.012033,           0.0026405,            0.001662,           0.0042976,           0.0042976,           0.0042976
                 290,            0.014567,           0.0043022,           0.0016907,             0.99999,                   1,               0.995,              0.8938,            0.011609,           0.0026372,           0.0016632,           0.0042778,           0.0042778,           0.0042778
                 291,            0.016603,           0.0041954,             0.00164,             0.99999,                   1,               0.995,             0.89672,             0.01086,           0.0025995,           0.0016452,            0.004258,            0.004258,            0.004258
                 292,            0.016452,           0.0043047,           0.0016741,                   1,                   1,               0.995,             0.88742,            0.011014,           0.0026113,           0.0016475,           0.0042382,           0.0042382,           0.0042382
                 293,             0.01737,           0.0041334,           0.0016489,             0.99999,                   1,               0.995,             0.90941,            0.010072,            0.002575,           0.0016498,           0.0042184,           0.0042184,           0.0042184
                 294,            0.015475,           0.0038389,           0.0016322,             0.99999,                   1,               0.995,             0.88346,            0.013556,           0.0027238,           0.0016423,           0.0041986,           0.0041986,           0.0041986
                 295,            0.015921,           0.0043618,           0.0016761,             0.99999,                   1,               0.995,             0.90335,            0.010744,           0.0026055,           0.0016546,           0.0041788,           0.0041788,           0.0041788
                 296,            0.015473,            0.004054,           0.0016339,                   1,                   1,               0.995,             0.91739,            0.010376,           0.0025752,           0.0016561,            0.004159,            0.004159,            0.004159
                 297,            0.016765,           0.0042561,           0.0016703,                   1,                   1,               0.995,             0.90899,             0.01071,           0.0025759,           0.0016604,           0.0041392,           0.0041392,           0.0041392
                 298,            0.014816,           0.0040189,           0.0016845,                   1,                   1,               0.995,              0.9038,            0.010308,           0.0025538,           0.0016649,           0.0041194,           0.0041194,           0.0041194
                 299,            0.015974,           0.0039182,           0.0016602,                   1,                   1,               0.995,             0.91141,            0.010894,           0.0025726,           0.0016525,           0.0040996,           0.0040996,           0.0040996
                 300,            0.016434,           0.0039925,           0.0016286,                   1,                   1,               0.995,             0.90321,            0.011063,           0.0025795,           0.0016465,           0.0040798,           0.0040798,           0.0040798
                 301,            0.016981,           0.0042142,           0.0016384,                   1,                   1,               0.995,             0.89492,            0.010637,           0.0025761,           0.0016415,             0.00406,             0.00406,             0.00406
                 302,             0.01346,           0.0039631,           0.0016305,                   1,                   1,               0.995,             0.89491,            0.011475,           0.0026012,           0.0016294,           0.0040402,           0.0040402,           0.0040402
                 303,            0.015126,           0.0038595,           0.0015756,             0.99999,                   1,               0.995,             0.90682,           0.0098635,           0.0025082,           0.0016133,           0.0040204,           0.0040204,           0.0040204
                 304,            0.016293,           0.0042326,           0.0015906,                   1,                   1,               0.995,              0.9031,            0.010873,           0.0025294,           0.0016039,           0.0040006,           0.0040006,           0.0040006
                 305,            0.017224,           0.0044797,           0.0015809,                   1,                   1,               0.995,             0.91386,           0.0098293,           0.0024958,           0.0016102,           0.0039808,           0.0039808,           0.0039808
                 306,            0.012572,           0.0039296,           0.0016273,                   1,                   1,               0.995,             0.90708,           0.0093421,           0.0024816,           0.0016023,            0.003961,            0.003961,            0.003961
                 307,            0.014341,           0.0039414,           0.0015706,                   1,                   1,               0.995,             0.89842,            0.010301,           0.0025309,           0.0015768,           0.0039412,           0.0039412,           0.0039412
                 308,            0.015753,            0.004131,           0.0015507,                   1,                   1,               0.995,             0.88673,            0.010144,           0.0025162,           0.0015673,           0.0039214,           0.0039214,           0.0039214
                 309,            0.016044,           0.0041408,           0.0015363,                   1,                   1,               0.995,             0.89885,            0.010389,           0.0025225,           0.0015618,           0.0039016,           0.0039016,           0.0039016
                 310,            0.013392,           0.0037783,           0.0015487,                   1,                   1,               0.995,             0.91032,           0.0098369,           0.0024899,           0.0015606,           0.0038818,           0.0038818,           0.0038818
                 311,             0.01411,           0.0040741,           0.0015581,             0.99999,                   1,               0.995,             0.90482,           0.0095595,           0.0024627,           0.0015501,            0.003862,            0.003862,            0.003862
                 312,            0.017081,            0.004177,           0.0015679,                   1,                   1,               0.995,             0.88175,            0.011087,           0.0025562,           0.0015497,           0.0038422,           0.0038422,           0.0038422
                 313,            0.017788,           0.0041716,           0.0015763,             0.99999,                   1,               0.995,              0.8936,            0.010447,           0.0025269,           0.0015741,           0.0038224,           0.0038224,           0.0038224
                 314,            0.012801,           0.0041702,           0.0016121,                   1,                   1,               0.995,              0.9054,            0.010372,           0.0025158,           0.0015742,           0.0038026,           0.0038026,           0.0038026
                 315,            0.013651,           0.0036071,           0.0015278,                   1,                   1,               0.995,             0.92218,           0.0097777,           0.0024634,           0.0015493,           0.0037828,           0.0037828,           0.0037828
                 316,             0.01642,           0.0039622,           0.0015089,                   1,                   1,               0.995,             0.91684,           0.0099187,           0.0024567,           0.0015394,            0.003763,            0.003763,            0.003763
                 317,            0.015585,           0.0041908,           0.0015211,             0.99999,                   1,               0.995,             0.91532,            0.010108,           0.0024525,           0.0015368,           0.0037432,           0.0037432,           0.0037432
                 318,            0.013202,           0.0039265,           0.0015227,             0.99999,                   1,               0.995,             0.91659,           0.0097327,           0.0024237,           0.0015274,           0.0037234,           0.0037234,           0.0037234
                 319,            0.012949,           0.0039991,           0.0015192,             0.99999,                   1,               0.995,             0.90617,            0.010132,           0.0024423,            0.001511,           0.0037036,           0.0037036,           0.0037036
                 320,            0.014732,           0.0040869,            0.001521,             0.99999,                   1,               0.995,              0.9133,           0.0099428,            0.002424,           0.0015032,           0.0036838,           0.0036838,           0.0036838
                 321,            0.014198,           0.0038784,           0.0014933,             0.99999,                   1,               0.995,             0.89376,            0.010479,            0.002461,           0.0015025,            0.003664,            0.003664,            0.003664
                 322,            0.013916,           0.0039453,           0.0015035,                   1,                   1,               0.995,               0.893,             0.01079,           0.0024747,           0.0014987,           0.0036442,           0.0036442,           0.0036442
                 323,            0.014722,           0.0039934,           0.0015054,                   1,                   1,               0.995,             0.89995,            0.010463,           0.0024587,           0.0014828,           0.0036244,           0.0036244,           0.0036244
