               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  45,            0.051641,           0.0068778,           0.0045107,             0.90847,             0.98256,             0.97814,             0.63192,            0.038049,            0.005022,           0.0039709,           0.0091288,           0.0091288,           0.0091288
                  46,            0.041236,           0.0074728,           0.0041014,              0.8052,             0.88916,             0.89724,             0.47641,            0.048505,           0.0049635,           0.0037197,            0.009109,            0.009109,            0.009109
                  47,            0.043736,           0.0074425,           0.0039379,             0.88749,             0.91726,             0.93953,             0.51028,            0.045947,            0.005004,            0.003757,           0.0090892,           0.0090892,           0.0090892
                  48,            0.048325,           0.0074303,           0.0039083,             0.83866,             0.84884,             0.90318,             0.46158,            0.041474,           0.0050966,           0.0038854,           0.0090694,           0.0090694,           0.0090694
                  49,            0.044757,           0.0071772,           0.0040966,             0.83828,             0.82558,             0.87829,             0.36042,            0.039833,           0.0051431,           0.0038638,           0.0090496,           0.0090496,           0.0090496
                  50,            0.039632,           0.0073301,            0.004011,             0.76477,             0.73837,             0.80726,             0.30687,            0.037967,           0.0051683,           0.0038895,           0.0090298,           0.0090298,           0.0090298
                  51,            0.035727,           0.0077299,           0.0039142,                   1,             0.99392,               0.995,             0.62341,            0.030783,            0.005069,           0.0036686,             0.00901,             0.00901,             0.00901
                  52,             0.04145,           0.0071588,           0.0037269,             0.95882,              0.9476,             0.98548,             0.55185,            0.036387,           0.0049436,              0.0037,           0.0089902,           0.0089902,           0.0089902
                  53,            0.039566,           0.0077613,           0.0038218,             0.97698,             0.98837,             0.99348,             0.61846,            0.029959,           0.0049852,           0.0036673,           0.0089704,           0.0089704,           0.0089704
                  54,            0.034172,           0.0075484,           0.0036538,             0.97713,              0.9937,             0.99436,              0.5865,            0.035005,           0.0048656,           0.0034449,           0.0089506,           0.0089506,           0.0089506
                  55,            0.043259,           0.0068443,           0.0033428,             0.91712,             0.96502,             0.97565,             0.60263,            0.035324,           0.0047482,           0.0035267,           0.0089308,           0.0089308,           0.0089308
                  56,            0.043699,           0.0072122,           0.0039294,             0.97714,             0.99398,             0.99413,             0.58046,            0.035293,           0.0047979,           0.0036462,            0.008911,            0.008911,            0.008911
                  57,            0.042188,           0.0077687,           0.0041765,             0.98851,             0.99999,             0.99465,             0.61081,            0.030073,           0.0047649,           0.0037518,           0.0088912,           0.0088912,           0.0088912
                  58,            0.033161,           0.0074632,           0.0039187,             0.98739,              0.9106,             0.98247,             0.57861,            0.037057,           0.0046733,           0.0034691,           0.0088714,           0.0088714,           0.0088714
                  59,            0.037918,           0.0068136,           0.0035211,             0.95465,             0.98256,             0.98544,             0.68032,            0.026288,           0.0046076,           0.0034402,           0.0088516,           0.0088516,           0.0088516
                  60,            0.032988,           0.0070032,           0.0035457,             0.98851,             0.99997,             0.99147,             0.71661,            0.029414,           0.0044511,           0.0033925,           0.0088318,           0.0088318,           0.0088318
                  61,            0.038106,           0.0068565,           0.0034482,             0.97172,                   1,             0.99401,             0.70631,            0.030055,           0.0043661,           0.0034318,            0.008812,            0.008812,            0.008812
                  62,             0.03468,             0.00638,           0.0035679,             0.99422,                   1,               0.995,             0.61845,            0.032062,           0.0044548,           0.0034176,           0.0087922,           0.0087922,           0.0087922
                  63,            0.036698,           0.0064489,           0.0034858,             0.88058,             0.90032,             0.95534,             0.53224,            0.039857,           0.0045696,            0.003482,           0.0087724,           0.0087724,           0.0087724
                  64,            0.036228,           0.0068379,           0.0036831,                   1,             0.99419,               0.995,             0.69542,            0.030258,           0.0045337,           0.0034596,           0.0087526,           0.0087526,           0.0087526
                  65,            0.034451,           0.0064588,           0.0035165,             0.89941,             0.98837,             0.94609,              0.5927,            0.030358,           0.0045018,            0.003401,           0.0087328,           0.0087328,           0.0087328
                  66,            0.034418,            0.006643,            0.003521,             0.93548,             0.93023,             0.97879,             0.65151,            0.032579,           0.0044847,           0.0032507,            0.008713,            0.008713,            0.008713
                  67,            0.038286,           0.0063485,           0.0032401,                   1,             0.98256,             0.99472,             0.60838,            0.030268,           0.0043065,           0.0033285,           0.0086932,           0.0086932,           0.0086932
                  68,            0.037182,           0.0066827,           0.0036642,             0.99996,             0.98256,             0.99461,             0.51064,             0.03634,            0.004434,            0.003416,           0.0086734,           0.0086734,           0.0086734
                  69,            0.041688,           0.0068316,           0.0037652,             0.95546,                   1,             0.99222,             0.67007,            0.025478,           0.0044505,           0.0035818,           0.0086536,           0.0086536,           0.0086536
                  70,            0.029595,           0.0066077,           0.0037908,             0.99422,             0.99998,             0.99488,             0.73269,             0.02937,           0.0042917,           0.0035067,           0.0086338,           0.0086338,           0.0086338
                  71,            0.036784,           0.0065262,           0.0035429,             0.98849,                   1,             0.99366,             0.53662,            0.032405,           0.0042434,           0.0034869,            0.008614,            0.008614,            0.008614
                  72,            0.039301,           0.0067799,           0.0036835,              0.9239,             0.98825,             0.98307,             0.55924,            0.034378,           0.0043432,           0.0035148,           0.0085942,           0.0085942,           0.0085942
                  73,            0.038677,           0.0071213,            0.003902,             0.85494,             0.99374,             0.94011,             0.61199,            0.026988,           0.0043885,           0.0036433,           0.0085744,           0.0085744,           0.0085744
                  74,            0.031946,           0.0072137,           0.0036184,             0.97166,                   1,             0.98862,             0.64291,            0.029777,           0.0042536,           0.0035187,           0.0085546,           0.0085546,           0.0085546
                  75,            0.030358,           0.0059454,           0.0034116,             0.95471,             0.98256,             0.99244,             0.69438,            0.029774,           0.0041872,           0.0033487,           0.0085348,           0.0085348,           0.0085348
                  76,            0.035543,           0.0065526,           0.0032782,             0.98248,             0.99419,             0.99352,             0.72647,            0.028731,           0.0041594,           0.0033459,            0.008515,            0.008515,            0.008515
                  77,            0.036139,           0.0064991,           0.0034282,                   1,             0.99998,               0.995,             0.70726,            0.025487,           0.0041709,           0.0034306,           0.0084952,           0.0084952,           0.0084952
                  78,            0.031638,           0.0063385,           0.0035454,                   1,             0.95333,             0.99322,             0.68372,             0.03259,           0.0041458,           0.0033986,           0.0084754,           0.0084754,           0.0084754
                  79,            0.032603,           0.0065278,           0.0034896,              0.9494,             0.98179,             0.98804,             0.70741,            0.025934,           0.0041924,           0.0032925,           0.0084556,           0.0084556,           0.0084556
                  80,            0.031439,           0.0061855,           0.0033437,             0.94639,             0.92378,              0.9763,              0.6853,            0.027766,           0.0041898,           0.0032732,           0.0084358,           0.0084358,           0.0084358
                  81,            0.032247,           0.0066144,            0.003379,             0.95555,             0.99995,              0.9862,             0.72865,            0.023514,           0.0041161,           0.0033257,            0.008416,            0.008416,            0.008416
                  82,            0.027794,           0.0065171,           0.0033608,             0.96629,             0.99999,             0.98602,             0.63698,            0.029281,            0.004084,           0.0032418,           0.0083962,           0.0083962,           0.0083962
                  83,            0.033934,           0.0062209,           0.0032194,             0.99418,                   1,             0.99448,             0.71826,            0.024323,            0.004005,           0.0032049,           0.0083764,           0.0083764,           0.0083764
                  84,            0.031713,            0.006053,           0.0032287,             0.99999,                   1,               0.995,             0.71765,            0.027464,           0.0039882,           0.0031668,           0.0083566,           0.0083566,           0.0083566
                  85,            0.031678,           0.0062524,           0.0031959,             0.99422,             0.99999,               0.995,             0.73463,            0.026129,           0.0040315,           0.0031556,           0.0083368,           0.0083368,           0.0083368
                  86,            0.028422,           0.0063618,           0.0031627,              0.9884,             0.99419,             0.99477,             0.74158,            0.029856,           0.0040528,           0.0031022,            0.008317,            0.008317,            0.008317
                  87,            0.031544,           0.0059542,           0.0030763,                   1,             0.99405,               0.995,             0.73655,            0.025137,           0.0039683,           0.0030236,           0.0082972,           0.0082972,           0.0082972
                  88,            0.033063,           0.0062383,           0.0030858,             0.99998,             0.99419,               0.995,             0.68597,            0.033917,           0.0040609,           0.0030291,           0.0082774,           0.0082774,           0.0082774
                  89,             0.03783,           0.0061451,           0.0032538,             0.99997,             0.99419,               0.995,             0.78985,            0.021952,           0.0040154,           0.0031753,           0.0082576,           0.0082576,           0.0082576
                  90,            0.028056,           0.0067809,           0.0033735,             0.99422,             0.99999,             0.99269,             0.69586,            0.024818,           0.0040876,           0.0031742,           0.0082378,           0.0082378,           0.0082378
                  91,            0.031451,           0.0062498,           0.0033169,                   1,                   1,               0.995,             0.70837,            0.023287,           0.0039579,           0.0031565,            0.008218,            0.008218,            0.008218
                  92,            0.031287,           0.0057757,           0.0032642,                   1,             0.99999,               0.995,             0.65927,            0.028379,           0.0040028,           0.0031556,           0.0081982,           0.0081982,           0.0081982
                  93,            0.032716,           0.0060906,           0.0034255,             0.99999,                   1,               0.995,             0.79419,            0.020318,           0.0038754,           0.0032441,           0.0081784,           0.0081784,           0.0081784
                  94,            0.025609,           0.0061058,           0.0032401,             0.99998,             0.99419,               0.995,             0.72901,            0.024166,           0.0039461,           0.0030903,           0.0081586,           0.0081586,           0.0081586
                  95,             0.03139,           0.0061267,           0.0029868,             0.98846,                   1,             0.99095,             0.70572,            0.023996,           0.0039195,           0.0029753,           0.0081388,           0.0081388,           0.0081388
                  96,            0.034221,           0.0061311,            0.003127,             0.99999,                   1,               0.995,             0.69516,            0.028994,           0.0039271,           0.0030302,            0.008119,            0.008119,            0.008119
                  97,            0.035638,           0.0059738,           0.0032621,              0.9942,                   1,               0.995,              0.7093,            0.023006,           0.0039179,           0.0031854,           0.0080992,           0.0080992,           0.0080992
                  98,            0.027353,           0.0064968,           0.0032962,             0.99998,                   1,               0.995,             0.78973,            0.020553,           0.0037285,           0.0031369,           0.0080794,           0.0080794,           0.0080794
                  99,             0.02609,           0.0056049,           0.0030872,                   1,                   1,               0.995,             0.75863,            0.023512,           0.0038109,           0.0030142,           0.0080596,           0.0080596,           0.0080596
                 100,            0.031214,           0.0058451,           0.0030664,             0.99979,             0.97674,             0.99455,             0.73548,            0.025563,           0.0038644,            0.003046,           0.0080398,           0.0080398,           0.0080398
                 101,            0.032383,           0.0058323,            0.003276,             0.99998,                   1,               0.995,              0.7685,            0.022355,           0.0037777,           0.0031234,             0.00802,             0.00802,             0.00802
                 102,            0.023332,           0.0052038,           0.0032633,                   1,                   1,               0.995,             0.78703,            0.019901,           0.0036651,           0.0030263,           0.0080002,           0.0080002,           0.0080002
                 103,            0.028157,           0.0056757,           0.0029511,             0.99998,                   1,               0.995,             0.74698,            0.022608,           0.0037269,           0.0029097,           0.0079804,           0.0079804,           0.0079804
                 104,            0.026785,           0.0059395,           0.0028561,             0.99999,                   1,               0.995,             0.76683,            0.023367,           0.0037234,           0.0028653,           0.0079606,           0.0079606,           0.0079606
                 105,            0.028688,           0.0060456,           0.0029296,             0.99999,                   1,               0.995,             0.74035,            0.020591,           0.0036798,           0.0028548,           0.0079408,           0.0079408,           0.0079408
                 106,            0.024131,           0.0055596,           0.0028266,             0.99996,             0.99419,               0.995,             0.78234,             0.02606,           0.0036552,           0.0027815,            0.007921,            0.007921,            0.007921
                 107,            0.028294,           0.0060067,            0.002796,                   1,                   1,               0.995,             0.73966,            0.021948,           0.0036661,           0.0027623,           0.0079012,           0.0079012,           0.0079012
                 108,            0.030346,           0.0057359,           0.0027039,                   1,                   1,               0.995,             0.72747,            0.021368,           0.0037253,           0.0027771,           0.0078814,           0.0078814,           0.0078814
                 109,            0.030891,           0.0053659,           0.0029484,             0.99999,                   1,               0.995,             0.78011,            0.018081,           0.0036782,           0.0028917,           0.0078616,           0.0078616,           0.0078616
                 110,            0.022691,           0.0059205,           0.0030839,             0.99999,                   1,               0.995,             0.73628,            0.022347,           0.0036974,           0.0028239,           0.0078418,           0.0078418,           0.0078418
                 111,            0.027826,           0.0055387,           0.0028222,             0.99999,                   1,               0.995,             0.80427,            0.019691,           0.0036274,           0.0028074,            0.007822,            0.007822,            0.007822
                 112,            0.029599,           0.0057608,           0.0028415,                   1,                   1,               0.995,              0.7518,            0.020862,           0.0037093,           0.0028323,           0.0078022,           0.0078022,           0.0078022
                 113,            0.027006,           0.0056199,           0.0030552,             0.99422,             0.99997,             0.99494,             0.79972,            0.020912,           0.0036732,           0.0029355,           0.0077824,           0.0077824,           0.0077824
                 114,            0.024144,            0.005378,           0.0030014,             0.99999,                   1,               0.995,             0.76955,             0.02186,           0.0036704,           0.0028525,           0.0077626,           0.0077626,           0.0077626
                 115,            0.023403,           0.0056363,            0.002841,                   1,             0.99999,               0.995,              0.7615,            0.023088,            0.003615,           0.0027324,           0.0077428,           0.0077428,           0.0077428
                 116,             0.03056,           0.0057478,           0.0026869,             0.99999,                   1,               0.995,              0.7346,            0.023369,           0.0036535,           0.0027285,            0.007723,            0.007723,            0.007723
                 117,            0.029493,           0.0053325,           0.0027661,             0.99999,                   1,               0.995,             0.79427,            0.020719,           0.0036151,           0.0027634,           0.0077032,           0.0077032,           0.0077032
                 118,            0.023995,           0.0053631,           0.0028516,                   1,                   1,               0.995,             0.73006,            0.023086,           0.0037148,           0.0027443,           0.0076834,           0.0076834,           0.0076834
                 119,            0.028055,           0.0059878,           0.0027013,             0.99999,                   1,               0.995,             0.75501,            0.024635,           0.0036655,              0.0027,           0.0076636,           0.0076636,           0.0076636
                 120,            0.031094,           0.0059763,           0.0028219,             0.99999,                   1,               0.995,             0.76011,            0.023586,            0.003668,           0.0027718,           0.0076438,           0.0076438,           0.0076438
                 121,            0.031224,           0.0054101,            0.002946,                   1,                   1,               0.995,             0.80584,            0.018919,           0.0036389,           0.0028638,            0.007624,            0.007624,            0.007624
                 122,             0.02416,           0.0056584,           0.0029584,                   1,                   1,               0.995,             0.72617,            0.024766,           0.0037114,           0.0028493,           0.0076042,           0.0076042,           0.0076042
                 123,            0.026732,           0.0054263,           0.0028279,             0.99999,                   1,               0.995,             0.74115,            0.027822,           0.0037371,           0.0027221,           0.0075844,           0.0075844,           0.0075844
                 124,            0.028825,           0.0059215,           0.0027704,                   1,                   1,               0.995,             0.74326,            0.022323,           0.0036513,            0.002735,           0.0075646,           0.0075646,           0.0075646
                 125,            0.029909,           0.0055259,           0.0028448,             0.99998,                   1,               0.995,             0.74425,            0.021046,           0.0035925,           0.0027735,           0.0075448,           0.0075448,           0.0075448
                 126,            0.025762,           0.0055022,           0.0029085,                   1,                   1,               0.995,             0.78937,            0.020079,           0.0035555,           0.0027496,            0.007525,            0.007525,            0.007525
                 127,            0.025411,           0.0053122,           0.0028092,             0.99999,                   1,               0.995,             0.78225,            0.021565,           0.0036281,           0.0027133,           0.0075052,           0.0075052,           0.0075052
                 128,            0.030308,           0.0059205,           0.0027589,             0.99999,                   1,               0.995,             0.74175,            0.022129,           0.0036322,           0.0027323,           0.0074854,           0.0074854,           0.0074854
                 129,            0.027992,           0.0053823,           0.0029144,             0.99999,                   1,               0.995,             0.79503,            0.018915,           0.0035191,           0.0028694,           0.0074656,           0.0074656,           0.0074656
                 130,            0.022597,           0.0051313,           0.0029457,             0.99999,                   1,               0.995,             0.79724,            0.018362,           0.0035351,           0.0028057,           0.0074458,           0.0074458,           0.0074458
                 131,            0.023485,           0.0053517,           0.0027568,                   1,                   1,               0.995,             0.77314,            0.021218,           0.0035684,            0.002705,            0.007426,            0.007426,            0.007426
                 132,            0.028927,           0.0055912,           0.0027163,             0.99998,                   1,               0.995,             0.79991,            0.020873,           0.0035643,           0.0027235,           0.0074062,           0.0074062,           0.0074062
                 133,            0.028651,           0.0057362,           0.0028297,             0.99996,                   1,               0.995,             0.82508,            0.018933,           0.0035594,           0.0027819,           0.0073864,           0.0073864,           0.0073864
                 134,             0.02255,           0.0055984,           0.0026753,             0.99421,                   1,             0.99494,             0.80229,            0.020453,           0.0035398,           0.0026817,           0.0073666,           0.0073666,           0.0073666
                 135,            0.022787,           0.0057035,           0.0025086,                   1,                   1,               0.995,             0.78655,            0.020217,           0.0035324,           0.0025948,           0.0073468,           0.0073468,           0.0073468
                 136,            0.026056,           0.0055152,           0.0025389,                   1,                   1,               0.995,             0.80228,            0.018484,           0.0034782,           0.0026063,            0.007327,            0.007327,            0.007327
                 137,            0.025401,           0.0055192,           0.0026547,             0.99996,                   1,               0.995,             0.84281,            0.017366,             0.00344,           0.0026365,           0.0073072,           0.0073072,           0.0073072
                 138,            0.021471,            0.005104,           0.0026796,                   1,             0.99999,               0.995,             0.83383,            0.020685,           0.0033968,           0.0025918,           0.0072874,           0.0072874,           0.0072874
                 139,            0.024313,           0.0052412,           0.0025233,                   1,                   1,               0.995,             0.79448,             0.02039,           0.0034847,           0.0024984,           0.0072676,           0.0072676,           0.0072676
                 140,            0.027489,           0.0052022,           0.0025367,             0.99999,                   1,               0.995,             0.80223,            0.021223,           0.0034647,           0.0025626,           0.0072478,           0.0072478,           0.0072478
                 141,            0.028067,           0.0049754,           0.0026679,             0.99999,                   1,               0.995,             0.83209,             0.01938,           0.0033927,           0.0026583,            0.007228,            0.007228,            0.007228
                 142,            0.021831,           0.0053657,           0.0028498,                   1,                   1,               0.995,             0.83164,            0.016234,           0.0033472,           0.0026456,           0.0072082,           0.0072082,           0.0072082
                 143,            0.023316,           0.0050877,           0.0027044,                   1,                   1,               0.995,             0.82791,             0.01877,           0.0033628,            0.002561,           0.0071884,           0.0071884,           0.0071884
                 144,            0.024492,           0.0053067,           0.0026458,                   1,                   1,               0.995,             0.80118,            0.018088,           0.0034093,           0.0025556,           0.0071686,           0.0071686,           0.0071686
                 145,            0.025405,           0.0050598,           0.0025871,             0.99999,                   1,               0.995,             0.80963,            0.017873,           0.0034003,           0.0025747,           0.0071488,           0.0071488,           0.0071488
                 146,            0.020599,            0.004939,           0.0026286,             0.99999,                   1,               0.995,             0.80427,            0.021129,           0.0034305,           0.0025282,            0.007129,            0.007129,            0.007129
                 147,            0.023644,           0.0055249,            0.002513,                   1,                   1,               0.995,             0.83108,            0.019644,           0.0033506,           0.0024847,           0.0071092,           0.0071092,           0.0071092
                 148,            0.024795,           0.0050032,           0.0024911,                   1,                   1,               0.995,             0.80962,            0.018293,           0.0033473,           0.0024933,           0.0070894,           0.0070894,           0.0070894
                 149,            0.024662,           0.0054174,           0.0025054,             0.99999,                   1,               0.995,             0.82558,             0.01946,           0.0033802,           0.0025317,           0.0070696,           0.0070696,           0.0070696
                 150,            0.022565,           0.0052276,           0.0025194,             0.99999,                   1,               0.995,             0.84286,            0.017129,           0.0033694,           0.0025339,           0.0070498,           0.0070498,           0.0070498
                 151,            0.023393,           0.0053135,           0.0024888,                   1,                   1,               0.995,             0.83622,            0.017793,           0.0032952,           0.0024877,             0.00703,             0.00703,             0.00703
                 152,            0.024359,           0.0050304,           0.0025858,             0.99999,                   1,               0.995,             0.80642,            0.020913,           0.0034283,           0.0024994,           0.0070102,           0.0070102,           0.0070102
                 153,            0.027816,           0.0051839,           0.0025622,             0.99999,                   1,               0.995,             0.81269,            0.018303,             0.00335,           0.0025667,           0.0069904,           0.0069904,           0.0069904
                 154,            0.020865,           0.0054036,           0.0026642,             0.99999,                   1,               0.995,             0.79211,            0.018008,           0.0033099,           0.0025462,           0.0069706,           0.0069706,           0.0069706
                 155,            0.022537,           0.0049452,           0.0025075,                   1,                   1,               0.995,             0.80847,             0.01934,           0.0033852,           0.0024943,           0.0069508,           0.0069508,           0.0069508
                 156,             0.02596,           0.0050811,           0.0025196,                   1,                   1,               0.995,             0.78578,            0.020687,           0.0034386,           0.0024851,            0.006931,            0.006931,            0.006931
                 157,            0.027101,           0.0057047,           0.0025707,                   1,                   1,               0.995,             0.82831,             0.01677,           0.0033736,           0.0025701,           0.0069112,           0.0069112,           0.0069112
                 158,            0.019386,           0.0051316,           0.0026425,                   1,                   1,               0.995,             0.82176,            0.016448,           0.0033301,            0.002547,           0.0068914,           0.0068914,           0.0068914
